name,province,city,area,address,telephone,uid,street_id,detail,detail_info,location,detail_url,tag,type,isin_region,手机号识别,bd09_lng,bd09_lat,行业大类,行业子类
尾藤二洲,浙江省,杭州市,西湖区,杭州市西湖区龙井路1号杭州西湖风景名胜区内,None,9910ae3e075e8ddbe115f9dd,9910ae3e075e8ddbe115f9dd,1,"{'distance': 0, 'tag': '旅游景点;文物古迹', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=9910ae3e075e8ddbe115f9dd&output=html&source=placeapi_v2', 'overall_rating': '4.5', 'comment_num': '0', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.259545, 'lng': 120.150464}",http://api.map.baidu.com/place/detail?uid=9910ae3e075e8ddbe115f9dd&output=html&source=placeapi_v2,旅游景点;文物古迹,scope,False,0,120.150464,30.259545,旅游景点,文物古迹
云亭,浙江省,杭州市,西湖区,浙江省杭州市西湖区孤山路1号中山公园内,None,435d7aea7dd456355abbbc42,,1,"{'distance': 2100, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=435d7aea7dd456355abbbc42&output=html&source=placeapi_v2', 'overall_rating': '4.4', 'image_num': '4', 'comment_num': '14', 'shop_hours': '10:00-18:00', 'label': '景区,观景台 历史建筑', 'children': []}","{'lat': 30.259522, 'lng': 120.149018}",http://api.map.baidu.com/place/detail?uid=435d7aea7dd456355abbbc42&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.149018,30.259522,旅游景点,景点
五公园,浙江省,杭州市,西湖区,龙井路1号杭州西湖风景名胜区内,None,a40923e9bbba2f2ec51b758c,,1,"{'distance': 2102, 'tag': '旅游景点;公园', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=a40923e9bbba2f2ec51b758c&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'comment_num': '1', 'shop_hours': '00:00-24:00', 'label': '景区,', 'children': []}","{'lat': 30.261905, 'lng': 120.166283}",http://api.map.baidu.com/place/detail?uid=a40923e9bbba2f2ec51b758c&output=html&source=placeapi_v2,旅游景点;公园,scope,False,0,120.166283,30.261905,旅游景点,公园
浙江西湖美术馆,浙江省,杭州市,西湖区,浙江省杭州市西湖区孤山路25号,(0571)87971177,9bb0bfbe85c4c2996340a99d,9bb0bfbe85c4c2996340a99d,1,"{'distance': 2212, 'tag': '旅游景点;其他', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=9bb0bfbe85c4c2996340a99d&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'comment_num': '8', 'shop_hours': '09:00-17:00', 'label': '景区,美术馆', 'children': []}","{'lat': 30.257698, 'lng': 120.151134}",http://api.map.baidu.com/place/detail?uid=9bb0bfbe85c4c2996340a99d&output=html&source=placeapi_v2,旅游景点;其他,scope,False,0,120.151134,30.257698,旅游景点,其他
杭州西湖手划船五公园(华侨饭店)停靠点,浙江省,杭州市,西湖区,湖滨路附近六公园内,None,3ea767421cf48d97ef74f84a,3ea767421cf48d97ef74f84a,1,"{'distance': 0, 'tag': '旅游景点;其他', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=3ea767421cf48d97ef74f84a&output=html&source=placeapi_v2', 'overall_rating': '4', 'comment_num': '2', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.261536, 'lng': 120.166429}",http://api.map.baidu.com/place/detail?uid=3ea767421cf48d97ef74f84a&output=html&source=placeapi_v2,旅游景点;其他,scope,False,0,120.166429,30.261536,旅游景点,其他
四照亭,浙江省,杭州市,西湖区,杭州市西湖区孤山北路3号孤山公园内,(0571)87179603,b093bfee22cb5b9b6e20b999,b093bfee22cb5b9b6e20b999,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b093bfee22cb5b9b6e20b999&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '2', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.258121, 'lng': 120.149626}",http://api.map.baidu.com/place/detail?uid=b093bfee22cb5b9b6e20b999&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.149626,30.258121,旅游景点,景点
海娃塑像,浙江省,杭州市,西湖区,杭州市西湖区孤山北路3号孤山公园内,None,cddee18648c811340f0a70b6,cddee18648c811340f0a70b6,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=cddee18648c811340f0a70b6&output=html&source=placeapi_v2', 'overall_rating': '4', 'comment_num': '4', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.258136, 'lng': 120.148703}",http://api.map.baidu.com/place/detail?uid=cddee18648c811340f0a70b6&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.148703,30.258136,旅游景点,景点
团结亭,浙江省,杭州市,西湖区,杭州市西湖区孤山北路3号孤山公园内,(0571)87179603,c51dc943f34cdd516268587e,,1,"{'distance': 2215, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c51dc943f34cdd516268587e&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '00:00-24:00', 'label': '景区,', 'children': []}","{'lat': 30.257905, 'lng': 120.1494}",http://api.map.baidu.com/place/detail?uid=c51dc943f34cdd516268587e&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.1494,30.257905,旅游景点,景点
翏舍,浙江省,杭州市,西湖区,杭州市西湖区孤山路1号中山公园内,None,929a848535f1219cc2f1cf14,929a848535f1219cc2f1cf14,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=929a848535f1219cc2f1cf14&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.258564, 'lng': 120.152278}",http://api.map.baidu.com/place/detail?uid=929a848535f1219cc2f1cf14&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.152278,30.258564,旅游景点,景点
南阳小庐,浙江省,杭州市,西湖区,杭州市西湖区湖滨景区内,None,6935ab5af002da2cf82d6155,6935ab5af002da2cf82d6155,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=6935ab5af002da2cf82d6155&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.263533, 'lng': 120.164296}",http://api.map.baidu.com/place/detail?uid=6935ab5af002da2cf82d6155&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.164296,30.263533,旅游景点,景点
文澜阁,浙江省,杭州市,西湖区,浙江省杭州市西湖区孤山路26号,None,480b24d0a41a24f09dec2b8d,,1,"{'distance': 583, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=480b24d0a41a24f09dec2b8d&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'image_num': '47', 'comment_num': '7', 'shop_hours': '00:00-24:00', 'label': '景区,历史建筑  ', 'children': []}","{'lat': 30.256607, 'lng': 120.149336}",http://api.map.baidu.com/place/detail?uid=480b24d0a41a24f09dec2b8d&output=html&source=placeapi_v2,旅游景点;景点,scope,True,0,120.149336,30.256607,旅游景点,景点
文澜书院,浙江省,杭州市,西湖区,杭州市西湖区孤山路28号,None,08f1f1f5d258e9cb88db7307,08f1f1f5d258e9cb88db7307,1,"{'distance': 0, 'tag': '旅游景点;风景区', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=08f1f1f5d258e9cb88db7307&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.256478, 'lng': 120.147767}",http://api.map.baidu.com/place/detail?uid=08f1f1f5d258e9cb88db7307&output=html&source=placeapi_v2,旅游景点;风景区,scope,False,0,120.147767,30.256478,旅游景点,风景区
光华复旦,浙江省,杭州市,西湖区,浙江省杭州市西湖区龙井路1号杭州西湖风景名胜区内中山公园门口,None,fa462c5fce0b13ecc336444c,fa462c5fce0b13ecc336444c,1,"{'distance': 641, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=fa462c5fce0b13ecc336444c&output=html&source=placeapi_v2', 'overall_rating': '4.7', 'comment_num': '7', 'shop_hours': '00:00-24:00', 'label': '景区,', 'children': []}","{'lat': 30.256248, 'lng': 120.148891}",http://api.map.baidu.com/place/detail?uid=fa462c5fce0b13ecc336444c&output=html&source=placeapi_v2,旅游景点;景点,scope,True,0,120.148891,30.256248,旅游景点,景点
杭州西湖风景名胜区-宋烈文侯张宪墓址,浙江省,杭州市,西湖区,杭州市西湖区北山路80号,None,6f599b8f7eaea636c3f1cf4e,6f599b8f7eaea636c3f1cf4e,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=6f599b8f7eaea636c3f1cf4e&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '0', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.26005, 'lng': 120.135903}",http://api.map.baidu.com/place/detail?uid=6f599b8f7eaea636c3f1cf4e&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.135903,30.26005,旅游景点,景点
林逋墓,浙江省,杭州市,西湖区,杭州市西湖区孤山北路3号孤山公园内,(0571)87179603,94348113d88c256bd2f49ee2,94348113d88c256bd2f49ee2,1,"{'distance': 0, 'tag': '旅游景点;文物古迹', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=94348113d88c256bd2f49ee2&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '景区,陵园/墓地', 'children': []}","{'lat': 30.259449, 'lng': 120.149833}",http://api.map.baidu.com/place/detail?uid=94348113d88c256bd2f49ee2&output=html&source=placeapi_v2,旅游景点;文物古迹,scope,False,0,120.149833,30.259449,旅游景点,文物古迹
杭州少年儿童公园-自控飞机,浙江省,杭州市,西湖区,虎跑路61号杭州少年儿童公园,None,6ee9d129f0f1f9f1df1e529e,None,1,"{'distance': 0, 'tag': '旅游景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=6ee9d129f0f1f9f1df1e529e&output=html&source=placeapi_v2', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.220918, 'lng': 120.140387}",http://api.map.baidu.com/place/detail?uid=6ee9d129f0f1f9f1df1e529e&output=html&source=placeapi_v2,旅游景点,scope,False,0,120.140387,30.220918,旅游景点,行业缺失
钱塘苏小小之墓,浙江省,杭州市,西湖区,杭州市西湖区孤山路与北山街路口,(0571)87996663,34e48508af6ffde3d8d89116,34e48508af6ffde3d8d89116,1,"{'distance': 0, 'tag': '旅游景点;文物古迹', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=34e48508af6ffde3d8d89116&output=html&source=placeapi_v2', 'overall_rating': '4.4', 'comment_num': '8', 'shop_hours': '', 'label': '景区,陵园/墓地', 'children': []}","{'lat': 30.258047, 'lng': 120.144813}",http://api.map.baidu.com/place/detail?uid=34e48508af6ffde3d8d89116&output=html&source=placeapi_v2,旅游景点;文物古迹,scope,True,0,120.144813,30.258047,旅游景点,文物古迹
石经阁,浙江省,杭州市,西湖区,杭州市西湖区弥陀寺路浙江省政府西侧约100米,None,0f2a4bc18ebe85a013293569,0f2a4bc18ebe85a013293569,1,"{'distance': 3687, 'tag': '旅游景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0f2a4bc18ebe85a013293569&output=html&source=placeapi_v2', 'overall_rating': '5.0', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.272836, 'lng': 120.156591}",http://api.map.baidu.com/place/detail?uid=0f2a4bc18ebe85a013293569&output=html&source=placeapi_v2,旅游景点,scope,False,0,120.156591,30.272836,旅游景点,行业缺失
圣塘景区-自划船码头休息区,浙江省,杭州市,西湖区,杭州市西湖区湖滨景区内,None,efa57e681aff2dc53a04b169,,1,"{'distance': 4384, 'tag': '旅游景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=efa57e681aff2dc53a04b169&output=html&source=placeapi_v2', 'overall_rating': '0.0', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.264596, 'lng': 120.163606}",http://api.map.baidu.com/place/detail?uid=efa57e681aff2dc53a04b169&output=html&source=placeapi_v2,旅游景点,scope,False,0,120.163606,30.264596,旅游景点,行业缺失
东山公园,浙江省,杭州市,西湖区,杭州市西湖区浙大路3-5号,None,d2de3a09c6e2f54f0869d91d,,1,"{'distance': 4382, 'tag': '旅游景点;公园', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d2de3a09c6e2f54f0869d91d&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '00:00-24:00', 'label': '景区,', 'children': []}","{'lat': 30.265456, 'lng': 120.135901}",http://api.map.baidu.com/place/detail?uid=d2de3a09c6e2f54f0869d91d&output=html&source=placeapi_v2,旅游景点;公园,scope,False,0,120.135901,30.265456,旅游景点,公园
西泠印社,浙江省,杭州市,西湖区,浙江省杭州市西湖区孤山路31号,None,2ad32cc39594cb969d95de7c,2ad32cc39594cb969d95de7c,1,"{'distance': 1314, 'tag': '旅游景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=2ad32cc39594cb969d95de7c&output=html&source=placeapi_v2', 'overall_rating': '4.7', 'image_num': '118', 'comment_num': '44', 'shop_hours': '08:30-16:30', 'label': '景区,博物馆 公园', 'children': []}","{'lat': 30.257083, 'lng': 120.146125}",http://api.map.baidu.com/place/detail?uid=2ad32cc39594cb969d95de7c&output=html&source=placeapi_v2,旅游景点,scope,True,0,120.146125,30.257083,旅游景点,行业缺失
六公园,浙江省,杭州市,西湖区,浙江省杭州市西湖区湖滨路47号,None,8a098874a8567389b34c4914,8a098874a8567389b34c4914,1,"{'distance': 1693, 'tag': '旅游景点;公园', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=8a098874a8567389b34c4914&output=html&source=placeapi_v2', 'overall_rating': '4.7', 'comment_num': '7', 'shop_hours': '00:00-24:00', 'label': '景区,城市公园', 'children': []}","{'lat': 30.263701, 'lng': 120.164619}",http://api.map.baidu.com/place/detail?uid=8a098874a8567389b34c4914&output=html&source=placeapi_v2,旅游景点;公园,scope,False,0,120.164619,30.263701,旅游景点,公园
孤山公园,浙江省,杭州市,西湖区,浙江省杭州市西湖区孤山路27号,(0571)87996663,72aa2513e7472646077ce816,72aa2513e7472646077ce816,1,"{'distance': 1278, 'tag': '旅游景点;公园', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=72aa2513e7472646077ce816&output=html&source=placeapi_v2', 'overall_rating': '4.3', 'comment_num': '19', 'shop_hours': '00:00-24:00', 'label': '景区,岛屿/半岛', 'children': []}","{'lat': 30.257394, 'lng': 120.146286}",http://api.map.baidu.com/place/detail?uid=72aa2513e7472646077ce816&output=html&source=placeapi_v2,旅游景点;公园,scope,True,0,120.146286,30.257394,旅游景点,公园
杭州西湖风景名胜区-湖滨公园,浙江省,杭州市,西湖区,杭州市西湖区杭州西湖风景名胜区内,None,c5e6aa998c3143c12fe67b84,c5e6aa998c3143c12fe67b84,1,"{'distance': 0, 'tag': '旅游景点;公园', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c5e6aa998c3143c12fe67b84&output=html&source=placeapi_v2', 'overall_rating': '4.5', 'comment_num': '176', 'shop_hours': '', 'label': '景区,特色街区', 'children': []}","{'lat': 30.2627, 'lng': 120.165341}",http://api.map.baidu.com/place/detail?uid=c5e6aa998c3143c12fe67b84&output=html&source=placeapi_v2,旅游景点;公园,scope,False,0,120.165341,30.2627,旅游景点,公园
放鹤亭,浙江省,杭州市,西湖区,杭州市西湖区孤山北路3号孤山公园内,(0571)87996663,161a0ed2af9bd2515cd4fe16,161a0ed2af9bd2515cd4fe16,1,"{'distance': 1038, 'tag': '旅游景点;其他', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=161a0ed2af9bd2515cd4fe16&output=html&source=placeapi_v2', 'overall_rating': '4.5', 'comment_num': '2', 'shop_hours': '00:00-24:00', 'label': '景区,', 'children': []}","{'lat': 30.259615, 'lng': 120.149983}",http://api.map.baidu.com/place/detail?uid=161a0ed2af9bd2515cd4fe16&output=html&source=placeapi_v2,旅游景点;其他,scope,True,0,120.149983,30.259615,旅游景点,其他
敬一书院,浙江省,杭州市,西湖区,杭州市西湖区孤山路1号中山公园内,None,b60eef5d0d93c5ef764ff1a5,b60eef5d0d93c5ef764ff1a5,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b60eef5d0d93c5ef764ff1a5&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'image_num': '7', 'comment_num': '4', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.258924, 'lng': 120.149731}",http://api.map.baidu.com/place/detail?uid=b60eef5d0d93c5ef764ff1a5&output=html&source=placeapi_v2,旅游景点;景点,scope,True,0,120.149731,30.258924,旅游景点,景点
太子湾公园,浙江省,杭州市,西湖区,浙江省杭州市西湖区南山路5-1号,(0571)87963701,0a15c7ec02a0bffded74f815,,1,"{'distance': 4108, 'tag': '旅游景点;公园', 'navi_location': {'lng': 120.14967220815, 'lat': 30.234044931672}, 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=0a15c7ec02a0bffded74f815&output=html&source=placeapi_v2', 'overall_rating': '4.7', 'comment_num': '143', 'shop_hours': '00:00-24:00', 'label': '景区,公园 城市公园', 'children': []}","{'lat': 30.231845, 'lng': 120.148209}",http://api.map.baidu.com/place/detail?uid=0a15c7ec02a0bffded74f815&output=html&source=placeapi_v2,旅游景点;公园,scope,False,0,120.148209,30.231845,旅游景点,公园
长桥公园,浙江省,杭州市,西湖区,浙江省杭州市西湖区南山路35号,(0571)87179617,e248e23bd2e0bfaa87420e41,,1,"{'distance': 3671, 'tag': '旅游景点;公园', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e248e23bd2e0bfaa87420e41&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'comment_num': '97', 'shop_hours': '00:00-24:00', 'label': '景区,桥', 'children': []}","{'lat': 30.237839, 'lng': 120.161315}",http://api.map.baidu.com/place/detail?uid=e248e23bd2e0bfaa87420e41&output=html&source=placeapi_v2,旅游景点;公园,scope,False,0,120.161315,30.237839,旅游景点,公园
孤山公园-观光车停靠点,浙江省,杭州市,西湖区,杭州市西湖区孤山北路3号(杜月笙旧居)孤山公园内,None,e6942d235286cbdac6effb01,e6942d235286cbdac6effb01,1,"{'distance': 0, 'tag': '旅游景点;其他', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=e6942d235286cbdac6effb01&output=html&source=placeapi_v2', 'overall_rating': '0', 'image_num': '12', 'comment_num': '0', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.257613, 'lng': 120.145356}",http://api.map.baidu.com/place/detail?uid=e6942d235286cbdac6effb01&output=html&source=placeapi_v2,旅游景点;其他,scope,True,0,120.145356,30.257613,旅游景点,其他
苏曼殊墓遗址,浙江省,杭州市,西湖区,杭州市西湖区孤山北路3号孤山公园内,(0571)87179603,04bdf4a3a2884c56344aae9b,04bdf4a3a2884c56344aae9b,1,"{'distance': 0, 'tag': '旅游景点;文物古迹', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=04bdf4a3a2884c56344aae9b&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.258219, 'lng': 120.147842}",http://api.map.baidu.com/place/detail?uid=04bdf4a3a2884c56344aae9b&output=html&source=placeapi_v2,旅游景点;文物古迹,scope,False,0,120.147842,30.258219,旅游景点,文物古迹
林社,浙江省,杭州市,西湖区,杭州市西湖区后孤山路1号,(0571)87179603,a5ef680f038dfcd6b9df8f16,a5ef680f038dfcd6b9df8f16,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=a5ef680f038dfcd6b9df8f16&output=html&source=placeapi_v2', 'overall_rating': '5.0', 'comment_num': '3', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.259689, 'lng': 120.150369}",http://api.map.baidu.com/place/detail?uid=a5ef680f038dfcd6b9df8f16&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.150369,30.259689,旅游景点,景点
慕才亭,浙江省,杭州市,西湖区,杭州市西湖区孤山北路3号(杜月笙旧居)孤山公园内,None,cf2ce77a132b8bc14207c122,cf2ce77a132b8bc14207c122,1,"{'distance': 0, 'tag': '旅游景点;其他', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=cf2ce77a132b8bc14207c122&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.25804, 'lng': 120.144803}",http://api.map.baidu.com/place/detail?uid=cf2ce77a132b8bc14207c122&output=html&source=placeapi_v2,旅游景点;其他,scope,False,0,120.144803,30.25804,旅游景点,其他
西湖区青芝坞城市文化公园,浙江省,杭州市,西湖区,杭州市-西湖区-玉古路68号,None,d0a3216792cace26adb22aee,d0a3216792cace26adb22aee,1,"{'distance': 0, 'tag': '旅游景点;公园', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=d0a3216792cace26adb22aee&output=html&source=placeapi_v2', 'overall_rating': '5.0', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.264446, 'lng': 120.130567}",http://api.map.baidu.com/place/detail?uid=d0a3216792cace26adb22aee&output=html&source=placeapi_v2,旅游景点;公园,scope,False,0,120.130567,30.264446,旅游景点,公园
镜湖厅,浙江省,杭州市,西湖区,杭州市西湖区北山路79号,None,2d182207ccc985639868b448,2d182207ccc985639868b448,1,"{'distance': 0, 'tag': '旅游景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=2d182207ccc985639868b448&output=html&source=placeapi_v2', 'overall_rating': '4.6', 'comment_num': '3', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.260228, 'lng': 120.146943}",http://api.map.baidu.com/place/detail?uid=2d182207ccc985639868b448&output=html&source=placeapi_v2,旅游景点,scope,False,0,120.146943,30.260228,旅游景点,行业缺失
林净因纪念碑,浙江省,杭州市,西湖区,杭州市西湖区孤山北路3号孤山公园内,(0571)87179603,ca9491f333d2b650b64f5403,ca9491f333d2b650b64f5403,1,"{'distance': 0, 'tag': '旅游景点;风景区', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=ca9491f333d2b650b64f5403&output=html&source=placeapi_v2', 'overall_rating': '4', 'comment_num': '2', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.259344, 'lng': 120.150122}",http://api.map.baidu.com/place/detail?uid=ca9491f333d2b650b64f5403&output=html&source=placeapi_v2,旅游景点;风景区,scope,False,0,120.150122,30.259344,旅游景点,风景区
林启铜像,浙江省,杭州市,西湖区,杭州市西湖区龙井路1号杭州西湖风景名胜区内,(0571)87179603,b250862a95527ef5316212bf,b250862a95527ef5316212bf,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=b250862a95527ef5316212bf&output=html&source=placeapi_v2', 'overall_rating': '0', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.259712, 'lng': 120.150526}",http://api.map.baidu.com/place/detail?uid=b250862a95527ef5316212bf&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.150526,30.259712,旅游景点,景点
晨韵,浙江省,杭州市,西湖区,杭州市西湖区北山街西湖风景区,None,522b97c315fca6639b68b4dd,522b97c315fca6639b68b4dd,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=522b97c315fca6639b68b4dd&output=html&source=placeapi_v2', 'overall_rating': '5', 'image_num': '3', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.258524, 'lng': 120.145279}",http://api.map.baidu.com/place/detail?uid=522b97c315fca6639b68b4dd&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.145279,30.258524,旅游景点,景点
孤山一片云,浙江省,杭州市,西湖区,"杭州市西湖区后孤山路1号(敬一书院,放鹤亭上(断桥和西泠桥中间))",(0571)87968260,f2b90926ab073ba9ae31e555,f2b90926ab073ba9ae31e555,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=f2b90926ab073ba9ae31e555&output=html&source=placeapi_v2', 'overall_rating': '1', 'image_num': '31', 'comment_num': '5', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.258986, 'lng': 120.149835}",http://api.map.baidu.com/place/detail?uid=f2b90926ab073ba9ae31e555&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.149835,30.258986,旅游景点,景点
天地万象,浙江省,杭州市,西湖区,杭州市西湖区孤山路1号中山公园内,(0571)87179603,c41eec482a3eca2b4f6d46a0,c41eec482a3eca2b4f6d46a0,1,"{'distance': 0, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=c41eec482a3eca2b4f6d46a0&output=html&source=placeapi_v2', 'overall_rating': '5', 'image_num': '2', 'comment_num': '1', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.259024, 'lng': 120.148856}",http://api.map.baidu.com/place/detail?uid=c41eec482a3eca2b4f6d46a0&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.148856,30.259024,旅游景点,景点
范公亭,浙江省,杭州市,西湖区,浙江省杭州市西湖区孤山路1号中山公园内,None,87f30ae906e0e5580aa8d454,,1,"{'distance': 2215, 'tag': '旅游景点;景点', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=87f30ae906e0e5580aa8d454&output=html&source=placeapi_v2', 'overall_rating': '4.8', 'comment_num': '2', 'shop_hours': '00:00-24:00', 'label': '景区,历史建筑', 'children': []}","{'lat': 30.258732, 'lng': 120.150062}",http://api.map.baidu.com/place/detail?uid=87f30ae906e0e5580aa8d454&output=html&source=placeapi_v2,旅游景点;景点,scope,False,0,120.150062,30.258732,旅游景点,景点
陈英士像,浙江省,杭州市,西湖区,浙江省杭州市西湖区孤山路1号中山公园内,(0571)87179603,97ea7d84176102a3fa0cad4a,97ea7d84176102a3fa0cad4a,1,"{'distance': 0, 'tag': '旅游景点;文物古迹', 'type': 'scope', 'detail_url': 'http://api.map.baidu.com/place/detail?uid=97ea7d84176102a3fa0cad4a&output=html&source=placeapi_v2', 'overall_rating': '5', 'comment_num': '3', 'shop_hours': '', 'label': '景区,', 'children': []}","{'lat': 30.258753, 'lng': 120.148123}",http://api.map.baidu.com/place/detail?uid=97ea7d84176102a3fa0cad4a&output=html&source=placeapi_v2,旅游景点;文物古迹,scope,False,0,120.148123,30.258753,旅游景点,文物古迹
